Date,DOSat
5/04/2003,9.203397389
6/04/2003,9.196387071
7/04/2003,9.142237854
8/04/2003,9.14572171
9/04/2003,9.182382452
10/04/2003,9.264966068
11/04/2003,9.280864477
12/04/2003,9.206904551
13/04/2003,9.19813915
14/04/2003,9.194635327
15/04/2003,9.298561375
16/04/2003,9.346511736
17/04/2003,9.400079976
18/04/2003,9.421593139
19/04/2003,9.461161894
20/04/2003,9.490043509
21/04/2003,9.497277678
22/04/2003,9.519013289
23/04/2003,9.540798644
24/04/2003,9.528084468
25/04/2003,9.495468619
26/04/2003,9.488235828
27/04/2003,9.468374047
28/04/2003,9.435962593
29/04/2003,9.403662089
30/04/2003,9.414416619
1/05/2003,9.434165214
2/05/2003,9.468374047
3/05/2003,9.495468619
4/05/2003,9.537164292
5/05/2003,9.595480413
6/05/2003,9.655992406
7/05/2003,9.683623863
8/05/2003,9.683623863
9/05/2003,9.692851909
10/05/2003,9.694698574
11/05/2003,9.76141332
12/05/2003,9.789346449
13/05/2003,9.804276787
14/05/2003,9.794942659
15/05/2003,9.744691715
16/05/2003,9.798675243
17/05/2003,9.806144679
18/05/2003,9.7930769
19/05/2003,9.774438847
20/05/2003,9.783753436
21/05/2003,9.800542069
22/05/2003,9.841702332
23/05/2003,9.87927074
24/05/2003,9.926432983
25/05/2003,9.956734907
26/05/2003,9.992838608
27/05/2003,10.01761654
28/05/2003,10.05968847
29/05/2003,10.10963771
30/05/2003,10.16370659
31/05/2003,10.24144986
1/06/2003,10.26097842
2/06/2003,10.27075665
3/06/2003,10.26488859
4/06/2003,10.25511594
5/06/2003,10.27271342
6/06/2003,10.30407242
7/06/2003,10.34143558
8/06/2003,10.34931876
9/06/2003,10.36707789
10/06/2003,10.38684599
11/06/2003,10.40466952
12/06/2003,10.42053832
13/06/2003,10.46430244
14/06/2003,10.5322997
15/06/2003,10.56646384
16/06/2003,10.60073881
17/06/2003,10.64525973
18/06/2003,10.66555828
19/06/2003,10.65540417
20/06/2003,10.66149547
21/06/2003,10.64525973
22/06/2003,10.64728785
23/06/2003,10.64728785
24/06/2003,10.67368853
25/06/2003,10.7307741
26/06/2003,10.76353139
27/06/2003,10.80461867
28/06/2003,10.79022031
29/06/2003,10.77789414
30/06/2003,10.81491497
1/07/2003,10.81285493
2/07/2003,10.79433217
3/07/2003,10.77378854
4/07/2003,10.77173633
5/07/2003,10.72464321
6/07/2003,10.7328185
7/07/2003,10.7328185
8/07/2003,10.71035143
9/07/2003,10.71035143
10/07/2003,10.7205579
11/07/2003,10.72464321
12/07/2003,10.71647415
13/07/2003,10.7083113
14/07/2003,10.68589553
15/07/2003,10.71647415
16/07/2003,10.72464321
17/07/2003,10.69811649
18/07/2003,10.71239195
19/07/2003,10.72260036
20/07/2003,10.7328185
21/07/2003,10.74509313
22/07/2003,10.81285493
23/07/2003,10.80461867
24/07/2003,10.84586279
25/07/2003,10.90594657
26/07/2003,10.91633943
27/07/2003,10.90594657
28/07/2003,10.94757748
29/07/2003,10.96218581
30/07/2003,10.93298862
31/07/2003,10.96009772
1/08/2003,10.94549217
2/08/2003,10.96845249
3/08/2003,10.9225799
4/08/2003,10.93507155
5/08/2003,10.92049935
6/08/2003,10.9121811
7/08/2003,10.87689916
8/08/2003,10.83966615
9/08/2003,10.79433217
10/08/2003,10.75943127
11/08/2003,10.79844559
12/08/2003,10.74100003
13/08/2003,10.74304638
14/08/2003,10.73895406
15/08/2003,10.71443285
16/08/2003,10.67572206
17/08/2003,10.67979029
18/08/2003,10.6391777
19/08/2003,10.65337451
20/08/2003,10.61488432
21/08/2003,10.69200427
22/08/2003,10.66149547
23/08/2003,10.60073881
24/08/2003,10.63107374
25/08/2003,10.63107374
26/08/2003,10.60073881
27/08/2003,10.55841526
28/08/2003,10.54836316
29/08/2003,10.52628221
30/08/2003,10.50624873
31/08/2003,10.4902494
1/09/2003,10.48625338
2/09/2003,10.49224798
3/09/2003,10.48225888
4/09/2003,10.43245581
5/09/2003,10.4126009
6/09/2003,10.35918118
7/09/2003,10.32765447
8/09/2003,10.26880026
9/09/2003,10.22780199
10/09/2003,10.16564296
11/09/2003,10.09808899
12/09/2003,10.08079065
13/09/2003,10.1019371
14/09/2003,10.13084466
15/09/2003,10.17145428
16/09/2003,10.21028144
17/09/2003,10.20833657
18/09/2003,10.15209611
19/09/2003,10.06735688
20/09/2003,9.996646605
21/09/2003,9.973820372
22/09/2003,9.911316621
23/09/2003,9.819229896
24/09/2003,9.737269089
25/09/2003,9.74840515
26/09/2003,9.739124215
27/09/2003,9.715035115
28/09/2003,9.731705829
29/09/2003,9.768854351
30/09/2003,9.780026536
1/10/2003,9.806144679
2/10/2003,9.830459692
3/10/2003,9.856712521
4/10/2003,9.860468644
5/10/2003,9.860468644
6/10/2003,9.772576994
7/10/2003,9.703937173
8/10/2003,9.588171442
9/10/2003,9.579043057
10/10/2003,9.588171442
11/10/2003,9.698392957
12/10/2003,9.798675243
13/10/2003,9.830459692
14/10/2003,9.768854351
15/10/2003,9.648637342
16/10/2003,9.50089683
17/10/2003,9.362550075
18/10/2003,9.256145389
19/10/2003,9.231492139
20/10/2003,9.201644309
21/10/2003,9.194635327
22/10/2003,9.205150803
23/10/2003,9.15443716
24/10/2003,9.170145905
25/10/2003,9.130054805
26/10/2003,9.191132838
27/10/2003,9.203397389
28/10/2003,9.194635327
29/10/2003,9.224460421
30/10/2003,9.249094893
31/10/2003,9.272028662
1/11/2003,9.337613422
2/11/2003,9.396499227
3/11/2003,9.416210237
4/11/2003,9.316292017
5/11/2003,9.29147857
6/11/2003,9.273795152
7/11/2003,9.166652745
8/11/2003,9.090138979
9/11/2003,8.952655546
10/11/2003,8.849223343
11/11/2003,8.783721662
12/11/2003,8.812213855
13/11/2003,8.825653908
14/11/2003,8.780375701
15/11/2003,8.617975509
16/11/2003,8.702111499
17/11/2003,8.840798471
18/11/2003,8.825653908
19/11/2003,8.622902089
20/11/2003,8.565600132
21/11/2003,8.570496772
22/11/2003,8.583568167
23/11/2003,8.664066606
24/11/2003,8.725351007
25/11/2003,8.733665863
26/11/2003,8.782048522
27/11/2003,8.78539512
28/11/2003,8.773687603
29/11/2003,8.688859582
30/11/2003,8.655818011
1/12/2003,8.542786113
2/12/2003,8.466639674
3/12/2003,8.42480809
4/12/2003,8.319546094
5/12/2003,8.444089231
6/12/2003,8.518409945
7/12/2003,8.515165049
8/12/2003,8.479552671
9/12/2003,8.482783996
10/12/2003,8.3799898
11/12/2003,8.387975543
12/12/2003,8.324302073
13/12/2003,8.400768563
14/12/2003,8.410376131
15/12/2003,8.375202004
16/12/2003,8.359262431
17/12/2003,8.270559801
18/12/2003,8.262685843
19/12/2003,8.106771477
20/12/2003,8.031450906
21/12/2003,8.007008313
22/12/2003,8.040636103
23/12/2003,8.207777639
24/12/2003,8.310042285
25/12/2003,8.275287777
26/12/2003,8.268984409
27/12/2003,8.265834526
28/12/2003,8.23283311
29/12/2003,8.173450825
30/12/2003,8.173450825
31/12/2003,8.294226723
1/01/2004,8.196839862
2/01/2004,8.119135616
3/01/2004,8.020748104
4/01/2004,7.952284114
5/01/2004,7.975040263
6/01/2004,8.028391506
7/01/2004,8.131518612
8/01/2004,8.22499507
9/01/2004,8.344942755
10/01/2004,8.423203316
11/01/2004,8.486016552
12/01/2004,8.450526079
13/01/2004,8.375202004
14/01/2004,8.314792831
15/01/2004,8.335409934
16/01/2004,8.319546094
17/01/2004,8.281595949
18/01/2004,8.405570975
19/01/2004,8.465026933
20/01/2004,8.453746343
21/01/2004,8.577029979
22/01/2004,8.59174791
23/01/2004,8.523279608
24/01/2004,8.39756848
25/01/2004,8.392770641
26/01/2004,8.448916407
27/01/2004,8.456967834
28/01/2004,8.456967834
29/01/2004,8.539531931
30/01/2004,8.637698736
31/01/2004,8.683895317
1/02/2004,8.77535915
2/02/2004,8.839114459
3/02/2004,8.844167457
4/02/2004,8.823972781
5/02/2004,8.712063699
6/02/2004,8.60813079
7/02/2004,8.557445282
8/02/2004,8.428018553
9/02/2004,8.344942755
10/02/2004,8.242248619
11/02/2004,8.136167103
12/02/2004,8.189036089
13/02/2004,8.154787657
14/02/2004,8.248531606
15/02/2004,8.10059647
16/02/2004,7.932614648
17/02/2004,7.846944319
18/02/2004,7.821573094
19/02/2004,7.754809235
20/02/2004,7.788861477
21/02/2004,7.934125955
22/02/2004,8.069791918
23/02/2004,8.231264905
24/02/2004,8.281595949
25/02/2004,8.292646824
26/02/2004,8.429624243
27/02/2004,8.453746343
28/02/2004,8.469866079
29/02/2004,8.469866079
1/03/2004,8.518409945
2/03/2004,8.473093713
3/03/2004,8.490867697
4/03/2004,8.534652983
5/03/2004,8.5525561
6/03/2004,8.486016552
7/03/2004,8.413581095
8/03/2004,8.384780333
9/03/2004,8.386377786
10/03/2004,8.461802372
11/03/2004,8.523279608
12/03/2004,8.629475245
13/03/2004,8.700453905
14/03/2004,8.685549757
15/03/2004,8.761995688
16/03/2004,8.812213855
17/03/2004,8.807179114
18/03/2004,8.758658004
19/03/2004,8.733665863
20/03/2004,8.760326687
21/03/2004,8.773687603
22/03/2004,8.812213855
23/03/2004,8.822291974
24/03/2004,8.861031654
25/03/2004,8.780375701
26/03/2004,8.823972781
27/03/2004,8.832381619
28/03/2004,8.736994024
29/03/2004,8.748652577
30/03/2004,8.763665007
31/03/2004,8.834064348
1/04/2004,8.884695567
2/04/2004,8.962894281
3/04/2004,9.019416995
4/04/2004,9.112678606
5/04/2004,9.157925665
6/04/2004,9.135274122
7/04/2004,9.079754886
8/04/2004,9.005681872
9/04/2004,8.998822157
10/04/2004,8.981695719
11/04/2004,9.021135358
12/04/2004,8.93902209
13/04/2004,8.993680799
14/04/2004,8.971435505
15/04/2004,8.968018039
16/04/2004,8.942428506
17/04/2004,8.898246166
18/04/2004,8.940725136
19/04/2004,8.988542379
20/04/2004,9.038337
21/04/2004,9.033173066
22/04/2004,9.076296158
23/04/2004,9.110942806
24/04/2004,9.21743406
25/04/2004,9.348292416
26/04/2004,9.409037817
27/04/2004,9.475591697
28/04/2004,9.528084468
29/04/2004,9.575394136
30/04/2004,9.65967204
1/05/2004,9.800542069
2/05/2004,9.854834996
3/05/2004,9.896223278
4/05/2004,9.922651732
5/05/2004,9.9415724
6/05/2004,9.939678711
7/05/2004,9.996646605
8/05/2004,9.990935154
9/05/2004,10.03480648
10/05/2004,10.07311202
11/05/2004,10.08079065
12/05/2004,10.09808899
13/05/2004,10.14049889
14/05/2004,10.1830869
15/05/2004,10.19861776
16/05/2004,10.22390594
17/05/2004,10.20444793
18/05/2004,10.28838097
19/05/2004,10.26488859
20/05/2004,10.24340104
21/05/2004,10.22975057
22/05/2004,10.25511594
23/05/2004,10.25706973
24/05/2004,10.1869674
25/05/2004,10.14049889
26/05/2004,10.15596479
27/05/2004,10.19473283
28/05/2004,10.20833657
29/05/2004,10.1889082
30/05/2004,10.18114721
31/05/2004,10.20833657
1/06/2004,10.25316253
2/06/2004,10.3158567
3/06/2004,10.36115479
4/06/2004,10.36707789
5/06/2004,10.39476379
6/06/2004,10.42649536
7/06/2004,10.44438692
8/06/2004,10.39674418
9/06/2004,10.38684599
10/06/2004,10.40466952
11/06/2004,10.369053
12/06/2004,10.40665179
13/06/2004,10.39872495
14/06/2004,10.37498061
15/06/2004,10.38091161
16/06/2004,10.39674418
17/06/2004,10.43444338
18/06/2004,10.47427444
19/06/2004,10.49424695
20/06/2004,10.50825036
21/06/2004,10.55238285
22/06/2004,10.55037282
23/06/2004,10.55841526
24/06/2004,10.57653319
25/06/2004,10.58862908
26/06/2004,10.63715113
27/06/2004,10.63107374
28/06/2004,10.643232
29/06/2004,10.66759026
30/06/2004,10.67165539
1/07/2004,10.71239195
2/07/2004,10.74714026
3/07/2004,10.73895406
4/07/2004,10.74304638
5/07/2004,10.76558204
6/07/2004,10.76968451
7/07/2004,10.7820013
8/07/2004,10.77994752
9/07/2004,10.80873601
10/07/2004,10.78611002
11/07/2004,10.77789414
12/07/2004,10.77584114
13/07/2004,10.77584114
14/07/2004,10.76968451
15/07/2004,10.79638869
16/07/2004,10.77584114
17/07/2004,10.81079527
18/07/2004,10.86033539
19/07/2004,10.90594657
20/07/2004,10.93923861
21/07/2004,10.96218581
22/07/2004,10.9977444
23/07/2004,11.01241968
24/07/2004,11.03972573
25/07/2004,11.05235135
26/07/2004,10.99983967
27/07/2004,10.95801002
28/07/2004,10.95383581
29/07/2004,10.91426007
30/07/2004,10.81491497
31/07/2004,10.77994752
1/08/2004,10.76558204
2/08/2004,10.68996763
3/08/2004,10.66352668
4/08/2004,10.70015468
5/08/2004,10.72464321
6/08/2004,10.7083113
7/08/2004,10.71035143
8/08/2004,10.67572206
9/08/2004,10.68793139
10/08/2004,10.71647415
11/08/2004,10.72873008
12/08/2004,10.68182498
13/08/2004,10.67368853
14/08/2004,10.67368853
15/08/2004,10.65743422
16/08/2004,10.643232
17/08/2004,10.65743422
18/08/2004,10.67775598
19/08/2004,10.67979029
20/08/2004,10.65540417
21/08/2004,10.67368853
22/08/2004,10.62904871
23/08/2004,10.52628221
24/08/2004,10.4802622
25/08/2004,10.42252362
26/08/2004,10.35523509
27/08/2004,10.32568724
28/08/2004,10.23364885
29/08/2004,10.21806464
30/08/2004,10.2141723
31/08/2004,10.19861776
1/09/2004,10.20833657
2/09/2004,10.22585378
3/09/2004,10.24144986
4/09/2004,10.24925682
5/09/2004,10.26684424
6/09/2004,10.29034109
7/09/2004,10.28642122
8/09/2004,10.31978779
9/09/2004,10.28446184
10/09/2004,10.27467056
11/09/2004,10.28250284
12/09/2004,10.25902388
13/09/2004,10.25316253
14/09/2004,10.2141723
15/09/2004,10.1830869
16/09/2004,10.14243084
17/09/2004,10.06927489
18/09/2004,10.08271123
19/09/2004,10.02716287
20/09/2004,9.958631846
21/09/2004,9.843577355
22/09/2004,9.791211497
23/09/2004,9.794942659
24/09/2004,9.724293094
25/09/2004,9.657832047
26/09/2004,9.606454317
27/09/2004,9.588171442
28/09/2004,9.558991189
29/09/2004,9.519013289
30/09/2004,9.462964417
1/10/2004,9.466570493
2/10/2004,9.400079976
3/10/2004,9.348292416
4/10/2004,9.31806694
5/10/2004,9.275561978
6/10/2004,9.213922886
7/10/2004,9.208658634
8/10/2004,9.196387071
9/10/2004,9.208658634
10/10/2004,9.147464136
11/10/2004,9.098801461
12/10/2004,9.055571442
13/10/2004,8.991967666
14/10/2004,9.000536596
15/10/2004,8.998822157
16/10/2004,8.995394259
17/10/2004,8.973144726
18/10/2004,8.971435505
19/10/2004,9.041781262
20/10/2004,9.03145241
21/10/2004,9.040058967
22/10/2004,9.043503886
23/10/2004,8.86609718
24/10/2004,8.899941443
25/10/2004,8.893162271
26/10/2004,8.78539512
27/10/2004,8.883003193
28/10/2004,8.961187013
29/10/2004,9.052121927
30/10/2004,9.091870815
31/10/2004,9.059022273
1/11/2004,9.007397618
2/11/2004,8.930511725
3/11/2004,9.002251361
4/11/2004,8.962894281
5/11/2004,9.086676296
6/11/2004,9.206904551
7/11/2004,9.303877021
8/11/2004,9.330500871
9/11/2004,9.277329141
10/11/2004,9.220946571
11/11/2004,9.240289324
12/11/2004,9.212167801
13/11/2004,9.149206894
14/11/2004,9.138755325
15/11/2004,9.10573739
16/11/2004,9.045226837
17/11/2004,8.910119892
18/11/2004,8.913515295
19/11/2004,8.956067157
20/11/2004,8.952655546
21/11/2004,8.945836221
22/11/2004,8.957773451
23/11/2004,8.916911991
24/11/2004,8.859343788
25/11/2004,8.763665007
26/11/2004,8.593384794
27/11/2004,8.490867697
28/11/2004,8.43123024
29/11/2004,8.325888004
30/11/2004,8.313209014
1/12/2004,8.292646824
2/12/2004,8.359262431
3/12/2004,8.505437776
4/12/2004,8.585203492
5/12/2004,8.520032857
6/12/2004,8.511921389
7/12/2004,8.557445282
8/12/2004,8.613051743
9/12/2004,8.660766225
10/12/2004,8.662416258
11/12/2004,8.614692685
12/12/2004,8.508678965
13/12/2004,8.392770641
14/12/2004,8.399168369
15/12/2004,8.439264813
16/12/2004,8.471479742
17/12/2004,8.468252723
18/12/2004,8.37201166
19/12/2004,8.305294453
20/12/2004,8.297387426
21/12/2004,8.280018455
22/12/2004,8.22499507
23/12/2004,8.153234317
24/12/2004,8.217164492
25/12/2004,8.231264905
26/12/2004,8.262685843
27/12/2004,8.234401614
28/12/2004,8.33382219
29/12/2004,8.492485361
30/12/2004,8.521656078
31/12/2004,8.445697983
1/01/2005,8.302130738
2/01/2005,8.348122784
3/01/2005,8.262685843
4/01/2005,8.272135493
5/01/2005,8.340174983
6/01/2005,8.434443151
7/01/2005,8.541158867
8/01/2005,8.614692685
9/01/2005,8.629475245
10/01/2005,8.559075631
11/01/2005,8.410376131
12/01/2005,8.325888004
13/01/2005,8.256392075
14/01/2005,8.134617311
15/01/2005,8.150128527
16/01/2005,8.218730011
17/01/2005,8.42480809
18/01/2005,8.542786113
19/01/2005,8.567232034
20/01/2005,8.533027286
21/01/2005,8.508678965
22/01/2005,8.468252723
23/01/2005,8.43123024
24/01/2005,8.367228422
25/01/2005,8.400768563
26/01/2005,8.389573604
27/01/2005,8.346532618
28/01/2005,8.23283311
29/01/2005,8.15944945
30/01/2005,8.129969706
31/01/2005,8.125324755
1/02/2005,8.099053454
2/02/2005,8.220295829
3/02/2005,8.411978461
4/02/2005,8.616333941
5/02/2005,8.818931321
6/02/2005,8.935616971
7/02/2005,8.937319368
8/02/2005,8.944132201
9/02/2005,8.827335355
10/02/2005,8.783721662
11/02/2005,8.685549757
12/02/2005,8.613051743
13/02/2005,8.662416258
14/02/2005,8.590111338
15/02/2005,8.468252723
16/02/2005,8.529776822
17/02/2005,8.59174791
18/02/2005,8.542786113
19/02/2005,8.503817644
20/02/2005,8.572129607
21/02/2005,8.606491097
22/02/2005,8.523279608
23/02/2005,8.461802372
24/02/2005,8.384780333
25/02/2005,8.365634617
26/02/2005,8.378393564
27/02/2005,8.39117197
28/02/2005,8.405570975
1/03/2005,8.317961371
2/03/2005,8.330647609
3/03/2005,8.399168369
4/03/2005,8.423203316
5/03/2005,8.498959101
6/03/2005,8.603212649
7/03/2005,8.740323453
8/03/2005,8.8004706
9/03/2005,8.79879427
10/03/2005,8.802147249
11/03/2005,8.8004706
12/03/2005,8.723688986
13/03/2005,8.655818011
14/03/2005,8.563968541
15/03/2005,8.529776822
16/03/2005,8.526527596
17/03/2005,8.593384794
18/03/2005,8.680587384
19/03/2005,8.73033897
20/03/2005,8.780375701
21/03/2005,8.893162271
22/03/2005,8.935616971
23/03/2005,8.950950227
24/03/2005,8.879619414
25/03/2005,8.872855721
26/03/2005,8.893162271
27/03/2005,8.985118397
28/03/2005,9.021135358
29/03/2005,9.098801461
30/03/2005,9.173640397
31/03/2005,9.157925665
1/04/2005,9.078025357
2/04/2005,8.949245234
3/04/2005,8.918610824
4/04/2005,8.872855721
5/04/2005,8.918610824
6/04/2005,8.877928008
7/04/2005,8.842482803
8/04/2005,8.937319368
9/04/2005,8.898246166
10/04/2005,8.893162271
11/04/2005,8.913515295
12/04/2005,8.911817432
13/04/2005,8.883003193
14/04/2005,8.86609718
15/04/2005,8.925409396
16/04/2005,8.968018039
17/04/2005,8.998822157
18/04/2005,9.100534948
19/04/2005,9.143979616
20/04/2005,9.229733707
21/04/2005,9.268496692
22/04/2005,9.314517433
23/04/2005,9.305649579
24/04/2005,9.287939191
25/04/2005,9.307422474
26/04/2005,9.319842201
27/04/2005,9.337613422
28/04/2005,9.325170013
29/04/2005,9.298561375
30/04/2005,9.279096641
1/05/2005,9.277329141
2/05/2005,9.3216178
3/05/2005,9.342951393
4/05/2005,9.441356787
5/05/2005,9.455756385
6/05/2005,9.441356787
7/05/2005,9.475591697
8/05/2005,9.54261634
9/05/2005,9.575394136
10/05/2005,9.610115074
11/05/2005,9.674404603
12/05/2005,9.720588844
13/05/2005,9.726145748
14/05/2005,9.707635078
15/05/2005,9.750262398
16/05/2005,9.716886005
17/05/2005,9.800542069
18/05/2005,9.834205811
19/05/2005,9.869865215
20/05/2005,9.911316621
21/05/2005,9.952942114
22/05/2005,9.928324148
23/05/2005,9.937785382
24/05/2005,9.951046259
25/05/2005,9.937785382
26/05/2005,9.97192054
27/05/2005,10.02907322
28/05/2005,10.07119327
29/05/2005,10.09424235
30/05/2005,10.07887044
31/05/2005,10.08655347
1/06/2005,10.14436316
2/06/2005,10.19667511
3/06/2005,10.24340104
4/06/2005,10.2962237
5/06/2005,10.36115479
6/06/2005,10.41458468
7/06/2005,10.4583238
8/06/2005,10.4782659
9/06/2005,10.50224661
10/06/2005,10.43643133
11/06/2005,10.39080414
12/06/2005,10.35523509
13/06/2005,10.30799902
14/06/2005,10.30996288
15/06/2005,10.3532626
16/06/2005,10.38091161
17/06/2005,10.39674418
18/06/2005,10.39476379
19/06/2005,10.4682901
20/06/2005,10.50024612
21/06/2005,10.54233649
22/06/2005,10.59670069
23/06/2005,10.70015468
24/06/2005,10.71647415
25/06/2005,10.71851583
26/06/2005,10.72260036
27/06/2005,10.71443285
28/06/2005,10.72260036
29/06/2005,10.72260036
30/06/2005,10.74509313
1/07/2005,10.73690849
2/07/2005,10.7083113
3/07/2005,10.70219325
4/07/2005,10.69200427
5/07/2005,10.67979029
6/07/2005,10.67165539
7/07/2005,10.67165539
8/07/2005,10.71851583
9/07/2005,10.71647415
10/07/2005,10.7083113
11/07/2005,10.73895406
12/07/2005,10.76968451
13/07/2005,10.79844559
14/07/2005,10.77789414
15/07/2005,10.79022031
16/07/2005,10.79433217
17/07/2005,10.81491497
18/07/2005,10.80461867
19/07/2005,10.81285493
20/07/2005,10.81079527
21/07/2005,10.78611002
22/07/2005,10.82109746
23/07/2005,10.82109746
24/07/2005,10.82315908
25/07/2005,10.81079527
26/07/2005,10.71443285
27/07/2005,10.65337451
28/07/2005,10.5725043
29/07/2005,10.4882512
30/07/2005,10.44239745
31/07/2005,10.39674418
1/08/2005,10.36510315
2/08/2005,10.33552714
3/08/2005,10.32372038
4/08/2005,10.33355841
5/08/2005,10.34537642
6/08/2005,10.38882488
7/08/2005,10.4126009
8/08/2005,10.43444338
9/08/2005,10.40665179
10/08/2005,10.46230918
11/08/2005,10.50024612
12/08/2005,10.54032837
13/08/2005,10.56445112
14/08/2005,10.57653319
15/08/2005,10.60881965
16/08/2005,10.61084082
17/08/2005,10.59871956
18/08/2005,10.59670069
19/08/2005,10.55037282
20/08/2005,10.51826424
21/08/2005,10.49224798
22/08/2005,10.44239745
23/08/2005,10.38288936
24/08/2005,10.34340581
25/08/2005,10.33159006
26/08/2005,10.31192711
27/08/2005,10.29818532
28/08/2005,10.27271342
29/08/2005,10.28054421
30/08/2005,10.25120949
31/08/2005,10.18502697
1/09/2005,10.1889082
2/09/2005,10.16177059
3/09/2005,10.08271123
4/09/2005,10.15016232
5/09/2005,10.12698555
6/09/2005,10.07503113
7/09/2005,10.09616549
8/09/2005,10.06160503
9/09/2005,9.996646605
10/09/2005,9.883035459
11/09/2005,9.856712521
12/09/2005,9.854834996
13/09/2005,9.920761647
14/09/2005,9.97192054
15/09/2005,9.966223215
16/09/2005,9.952942114
17/09/2005,9.962426808
18/09/2005,10.0080793
19/09/2005,10.01570837
20/09/2005,10.01570837
21/09/2005,9.95483833
22/09/2005,9.88115292
23/09/2005,9.839827666
24/09/2005,9.815489482
25/09/2005,9.789346449
26/09/2005,9.800542069
27/09/2005,9.789346449
28/09/2005,9.76141332
29/09/2005,9.746548256
30/09/2005,9.74840515
1/10/2005,9.742835528
2/10/2005,9.683623863
3/10/2005,9.595480413
4/10/2005,9.509950745
5/10/2005,9.462964417
6/10/2005,9.473786769
7/10/2005,9.471982185
8/10/2005,9.544434381
9/10/2005,9.657832047
10/10/2005,9.744691715
11/10/2005,9.722440793
12/10/2005,9.652314173
13/10/2005,9.573570198
14/10/2005,9.53171536
15/10/2005,9.499087081
16/10/2005,9.455756385
17/10/2005,9.394709365
18/10/2005,9.303877021
19/10/2005,9.238529217
20/10/2005,9.229733707
21/10/2005,9.215678306
22/10/2005,9.219190148
23/10/2005,9.166652745
24/10/2005,9.131794246
25/10/2005,9.130054805
26/10/2005,9.057296693
27/10/2005,9.084945449
28/10/2005,9.022854048
29/10/2005,9.045226837
30/10/2005,9.067655102
31/10/2005,9.069382655
1/11/2005,9.014263871
2/11/2005,8.915213481
3/11/2005,8.763665007
4/11/2005,8.683895317
5/11/2005,8.665717267
6/11/2005,8.662416258
7/11/2005,8.70376941
8/11/2005,8.725351007
9/11/2005,8.705427636
10/11/2005,8.626188041
11/11/2005,8.627831486
12/11/2005,8.718704822
13/11/2005,8.753653861
14/11/2005,8.727013345
15/11/2005,8.700453905
16/11/2005,8.675627845
17/11/2005,8.672323061
18/11/2005,8.659116506
19/11/2005,8.627831486
20/11/2005,8.657467102
21/11/2005,8.680587384
22/11/2005,8.621259583
23/11/2005,8.568864248
24/11/2005,8.536278989
25/11/2005,8.529776822
26/11/2005,8.479552671
27/11/2005,8.550926993
28/11/2005,8.634408399
29/11/2005,8.683895317
30/11/2005,8.664066606
1/12/2005,8.629475245
2/12/2005,8.581933153
3/12/2005,8.64428317
4/12/2005,8.702111499
5/12/2005,8.710404209
6/12/2005,8.640990326
7/12/2005,8.557445282
8/12/2005,8.531401899
9/12/2005,8.555815244
10/12/2005,8.5525561
11/12/2005,8.498959101
